,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
0,DF,30.0,36,Vladimir Coufal,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal,https://fbref.com/en/players/fdf3cb77/scout/365_m1/Vladimir-Coufal-Scouting-Report,https://fbref.com/en/players/fdf3cb77/matchlogs/2022-2023/summary/Vladimir-Coufal-Match-Logs,Defender
1,DF,28.0,35,Emerson Palmieri,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,https://fbref.com/en/players/e0bc6fdc/scout/365_m1/Emerson-Palmieri-Scouting-Report,https://fbref.com/en/players/e0bc6fdc/matchlogs/2022-2023/summary/Emerson-Palmieri-Match-Logs,Defender
2,FW,26.0,34,Jarrod Bowen,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,https://fbref.com/en/players/79c84d1c/scout/365_m1/Jarrod-Bowen-Scouting-Report,https://fbref.com/en/players/79c84d1c/matchlogs/2022-2023/summary/Jarrod-Bowen-Match-Logs,Forwards
3,MF,28.0,34,James Ward Prowse,https://fbref.com/en/players/3515d404/James-Ward-Prowse,https://fbref.com/en/players/3515d404/scout/365_m1/James-Ward-Prowse-Scouting-Report,https://fbref.com/en/players/3515d404/matchlogs/2022-2023/summary/James-Ward-Prowse-Match-Logs,Central Midfielders
4,MF,28.0,34,Tomas Soucek,https://fbref.com/en/players/6613c819/Tomas-Soucek,https://fbref.com/en/players/6613c819/scout/365_m1/Tomas-Soucek-Scouting-Report,https://fbref.com/en/players/6613c819/matchlogs/2022-2023/summary/Tomas-Soucek-Match-Logs,Central Midfielders
5,DF,28.0,32,Kurt Zouma,https://fbref.com/en/players/ce4246f5/Kurt-Zouma,https://fbref.com/en/players/ce4246f5/scout/365_m1/Kurt-Zouma-Scouting-Report,https://fbref.com/en/players/ce4246f5/matchlogs/2022-2023/summary/Kurt-Zouma-Match-Logs,Defender
6,GK,30.0,31,Alphonse Areola,https://fbref.com/en/players/2f965a72/Alphonse-Areola,https://fbref.com/en/players/2f965a72/scout/365_m1/Alphonse-Areola-Scouting-Report,https://fbref.com/en/players/2f965a72/matchlogs/2022-2023/summary/Alphonse-Areola-Match-Logs,GK
7,"FW,MF",25.0,31,Lucas Paqueta,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,https://fbref.com/en/players/9b6f7fd5/scout/365_m1/Lucas-Paqueta-Scouting-Report,https://fbref.com/en/players/9b6f7fd5/matchlogs/2022-2023/summary/Lucas-Paqueta-Match-Logs,Attacking Midfielders
8,MF,25.0,28,Edson Alvarez,https://fbref.com/en/players/8b3ab7ad/Edson-Alvarez,https://fbref.com/en/players/8b3ab7ad/scout/365_m1/Edson-Alvarez-Scouting-Report,https://fbref.com/en/players/8b3ab7ad/matchlogs/2022-2023/summary/Edson-Alvarez-Match-Logs,Central Midfielders
9,"FW,MF",22.0,27,Mohammed Kudus,https://fbref.com/en/players/b62878a5/Mohammed-Kudus,https://fbref.com/en/players/b62878a5/scout/365_m1/Mohammed-Kudus-Scouting-Report,https://fbref.com/en/players/b62878a5/matchlogs/2022-2023/summary/Mohammed-Kudus-Match-Logs,Attacking Midfielders
10,DF,27.0,21,Nayef Aguerd,https://fbref.com/en/players/288e1e13/Nayef-Aguerd,https://fbref.com/en/players/288e1e13/scout/365_m1/Nayef-Aguerd-Scouting-Report,https://fbref.com/en/players/288e1e13/matchlogs/2022-2023/summary/Nayef-Aguerd-Match-Logs,Defender
11,FW,33.0,21,Michail Antonio,https://fbref.com/en/players/ac05f970/Michail-Antonio,https://fbref.com/en/players/ac05f970/scout/365_m1/Michail-Antonio-Scouting-Report,https://fbref.com/en/players/ac05f970/matchlogs/2022-2023/summary/Michail-Antonio-Match-Logs,Forwards
12,DF,25.0,16,Konstantinos Mavropanos,https://fbref.com/en/players/00963611/Konstantinos-Mavropanos,https://fbref.com/en/players/00963611/scout/365_m1/Konstantinos-Mavropanos-Scouting-Report,https://fbref.com/en/players/00963611/matchlogs/2022-2023/summary/Konstantinos-Mavropanos-Match-Logs,Defender
13,GK,38.0,7,Lukasz Fabianski,https://fbref.com/en/players/9328b835/Lukasz-Fabianski,https://fbref.com/en/players/9328b835/scout/365_m1/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/matchlogs/2022-2023/summary/Lukasz-Fabianski-Match-Logs,GK
14,DF,35.0,7,Angelo Ogbonna,https://fbref.com/en/players/74b2cd7e/Angelo-Ogbonna,https://fbref.com/en/players/74b2cd7e/scout/365_m1/Angelo-Ogbonna-Scouting-Report,https://fbref.com/en/players/74b2cd7e/matchlogs/2022-2023/summary/Angelo-Ogbonna-Match-Logs,Defender
15,"FW,MF",27.0,5,Said Benrahma,https://fbref.com/en/players/5a04fd92/Said-Benrahma,https://fbref.com/en/players/5a04fd92/scout/365_m1/Said-Benrahma-Scouting-Report,https://fbref.com/en/players/5a04fd92/matchlogs/2022-2023/summary/Said-Benrahma-Match-Logs,Attacking Midfielders
16,"DF,FW",23.0,4,Ben Johnson,https://fbref.com/en/players/9319781b/Ben-Johnson,https://fbref.com/en/players/9319781b/scout/365_m1/Ben-Johnson-Scouting-Report,https://fbref.com/en/players/9319781b/matchlogs/2022-2023/summary/Ben-Johnson-Match-Logs,Wing-Back
17,"DF,FW",33.0,4,Aaron Cresswell,https://fbref.com/en/players/4f974391/Aaron-Cresswell,https://fbref.com/en/players/4f974391/scout/365_m1/Aaron-Cresswell-Scouting-Report,https://fbref.com/en/players/4f974391/matchlogs/2022-2023/summary/Aaron-Cresswell-Match-Logs,Wing-Back
18,"MF,FW",27.0,4,Pablo Fornals,https://fbref.com/en/players/82927de4/Pablo-Fornals,https://fbref.com/en/players/82927de4/scout/365_m1/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/matchlogs/2022-2023/summary/Pablo-Fornals-Match-Logs,Attacking Midfielders
19,FW,31.0,3,Danny Ings,https://fbref.com/en/players/07802f7f/Danny-Ings,https://fbref.com/en/players/07802f7f/scout/365_m1/Danny-Ings-Scouting-Report,https://fbref.com/en/players/07802f7f/matchlogs/2022-2023/summary/Danny-Ings-Match-Logs,Forwards
20,MF,27.0,3,Kalvin Phillips,https://fbref.com/en/players/4f565d77/Kalvin-Phillips,https://fbref.com/en/players/4f565d77/scout/365_m1/Kalvin-Phillips-Scouting-Report,https://fbref.com/en/players/4f565d77/matchlogs/2022-2023/summary/Kalvin-Phillips-Match-Logs,Central Midfielders
21,"MF,FW",26.0,1,Maxwel Cornet,https://fbref.com/en/players/beb391dd/Maxwel-Cornet,https://fbref.com/en/players/beb391dd/scout/365_m1/Maxwel-Cornet-Scouting-Report,https://fbref.com/en/players/beb391dd/matchlogs/2022-2023/summary/Maxwel-Cornet-Match-Logs,Attacking Midfielders
22,FW,18.0,0,Divin Mubama,https://fbref.com/en/players/92868cb5/Divin-Mubama,https://fbref.com/en/players/92868cb5/scout/365_m1/Divin-Mubama-Scouting-Report,https://fbref.com/en/players/92868cb5/matchlogs/2022-2023/summary/Divin-Mubama-Match-Logs,Forwards
23,FW,18.0,0,George Earthy,https://fbref.com/en/players/123d2733/George-Earthy,https://fbref.com/en/players/123d2733/scout/365_m1/George-Earthy-Scouting-Report,https://fbref.com/en/players/123d2733/matchlogs/2022-2023/summary/George-Earthy-Match-Logs,Forwards
24,"DF,MF",26.0,0,Thilo Kehrer,https://fbref.com/en/players/51dbeea9/Thilo-Kehrer,https://fbref.com/en/players/51dbeea9/scout/365_m1/Thilo-Kehrer-Scouting-Report,https://fbref.com/en/players/51dbeea9/matchlogs/2022-2023/summary/Thilo-Kehrer-Match-Logs,Defender
25,DF,18.0,0,Kaelan Casey,https://fbref.com/en/players/cd4b2c5f/Kaelan-Casey,https://fbref.com/en/players/cd4b2c5f/scout/365_m1/Kaelan-Casey-Scouting-Report,https://fbref.com/en/players/cd4b2c5f/matchlogs/2022-2023/summary/Kaelan-Casey-Match-Logs,Defender
26,GK,23.0,0,Joseph Anang,https://fbref.com/en/players/21a866b7/Joseph-Anang,https://fbref.com/en/players/21a866b7/scout/365_m1/Joseph-Anang-Scouting-Report,https://fbref.com/en/players/21a866b7/matchlogs/2022-2023/summary/Joseph-Anang-Match-Logs,GK
27,MF,23.0,0,Conor Coventry,https://fbref.com/en/players/a5ca9127/Conor-Coventry,https://fbref.com/en/players/a5ca9127/scout/365_m1/Conor-Coventry-Scouting-Report,https://fbref.com/en/players/a5ca9127/matchlogs/2022-2023/summary/Conor-Coventry-Match-Logs,Central Midfielders
28,DF,20.0,0,Levi Laing,https://fbref.com/en/players/90295964/Levi-Laing,https://fbref.com/en/players/90295964/scout/365_m1/Levi-Laing-Scouting-Report,https://fbref.com/en/players/90295964/matchlogs/2022-2023/summary/Levi-Laing-Match-Logs,Defender
29,DF,18.0,0,Callum Marshall,https://fbref.com/en/players/3a27f1bf/Callum-Marshall,https://fbref.com/en/players/3a27f1bf/scout/365_m1/Callum-Marshall-Scouting-Report,https://fbref.com/en/players/3a27f1bf/matchlogs/2022-2023/summary/Callum-Marshall-Match-Logs,Defender
30,MF,17.0,0,Lewis Orford,https://fbref.com/en/players/40aaa04c/Lewis-Orford,https://fbref.com/en/players/40aaa04c/scout/365_m1/Lewis-Orford-Scouting-Report,https://fbref.com/en/players/40aaa04c/matchlogs/2022-2023/summary/Lewis-Orford-Match-Logs,Central Midfielders
31,DF,17.0,0,Oliver Scarles,https://fbref.com/en/players/242e5e6d/Oliver-Scarles,https://fbref.com/en/players/242e5e6d/scout/365_m1/Oliver-Scarles-Scouting-Report,https://fbref.com/en/players/242e5e6d/matchlogs/2022-2023/summary/Oliver-Scarles-Match-Logs,Defender
0,GK,30.0,37,Mark Flekken,https://fbref.com/en/players/a92ab7be/Mark-Flekken,https://fbref.com/en/players/a92ab7be/scout/365_m1/Mark-Flekken-Scouting-Report,https://fbref.com/en/players/a92ab7be/matchlogs/2022-2023/summary/Mark-Flekken-Match-Logs,GK
1,"MF,DF",25.0,37,Vitaly Janelt,https://fbref.com/en/players/8449d35e/Vitaly-Janelt,https://fbref.com/en/players/8449d35e/scout/365_m1/Vitaly-Janelt-Scouting-Report,https://fbref.com/en/players/8449d35e/matchlogs/2022-2023/summary/Vitaly-Janelt-Match-Logs,Defensive-Midfielders
2,MF,29.0,30,Christian Norgaard,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,https://fbref.com/en/players/df0a4c90/scout/365_m1/Christian-Norgaard-Scouting-Report,https://fbref.com/en/players/df0a4c90/matchlogs/2022-2023/summary/Christian-Norgaard-Match-Logs,Central Midfielders
3,DF,22.0,29,Nathan Collins,https://fbref.com/en/players/a8c19eb8/Nathan-Collins,https://fbref.com/en/players/a8c19eb8/scout/365_m1/Nathan-Collins-Scouting-Report,https://fbref.com/en/players/a8c19eb8/matchlogs/2022-2023/summary/Nathan-Collins-Match-Logs,Defender
4,FW,26.0,29,Yoane Wissa,https://fbref.com/en/players/2500cef9/Yoane-Wissa,https://fbref.com/en/players/2500cef9/scout/365_m1/Yoane-Wissa-Scouting-Report,https://fbref.com/en/players/2500cef9/matchlogs/2022-2023/summary/Yoane-Wissa-Match-Logs,Forwards
5,DF,30.0,28,Ethan Pinnock,https://fbref.com/en/players/e541326e/Ethan-Pinnock,https://fbref.com/en/players/e541326e/scout/365_m1/Ethan-Pinnock-Scouting-Report,https://fbref.com/en/players/e541326e/matchlogs/2022-2023/summary/Ethan-Pinnock-Match-Logs,Defender
6,MF,27.0,27,Mathias Jensen,https://fbref.com/en/players/0f134faf/Mathias-Jensen,https://fbref.com/en/players/0f134faf/scout/365_m1/Mathias-Jensen-Scouting-Report,https://fbref.com/en/players/0f134faf/matchlogs/2022-2023/summary/Mathias-Jensen-Match-Logs,Central Midfielders
7,DF,24.0,22,Mads Roerslev,https://fbref.com/en/players/57c94db2/Mads-Roerslev,https://fbref.com/en/players/57c94db2/scout/365_m1/Mads-Roerslev-Scouting-Report,https://fbref.com/en/players/57c94db2/matchlogs/2022-2023/summary/Mads-Roerslev-Match-Logs,Defender
8,FW,23.0,22,Bryan Mbeumo,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,https://fbref.com/en/players/6afaebf2/scout/365_m1/Bryan-Mbeumo-Scouting-Report,https://fbref.com/en/players/6afaebf2/matchlogs/2022-2023/summary/Bryan-Mbeumo-Match-Logs,Forwards
9,DF,25.0,21,Kristoffer Ajer,https://fbref.com/en/players/a8c0acb7/Kristoffer-Ajer,https://fbref.com/en/players/a8c0acb7/scout/365_m1/Kristoffer-Ajer-Scouting-Report,https://fbref.com/en/players/a8c0acb7/matchlogs/2022-2023/summary/Kristoffer-Ajer-Match-Logs,Defender
10,FW,27.0,16,Ivan Toney,https://fbref.com/en/players/e09f279b/Ivan-Toney,https://fbref.com/en/players/e09f279b/scout/365_m1/Ivan-Toney-Scouting-Report,https://fbref.com/en/players/e09f279b/matchlogs/2022-2023/summary/Ivan-Toney-Match-Logs,Forwards
11,"FW,DF",22.0,15,Keane Lewis Potter,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,https://fbref.com/en/players/41f08ac8/scout/365_m1/Keane-Lewis-Potter-Scouting-Report,https://fbref.com/en/players/41f08ac8/matchlogs/2022-2023/summary/Keane-Lewis-Potter-Match-Logs,Wing-Back
12,DF,33.0,15,Ben Mee,https://fbref.com/en/players/8df7a2fb/Ben-Mee,https://fbref.com/en/players/8df7a2fb/scout/365_m1/Ben-Mee-Scouting-Report,https://fbref.com/en/players/8df7a2fb/matchlogs/2022-2023/summary/Ben-Mee-Match-Logs,Defender
13,DF,26.0,14,Sergio Reguilon,https://fbref.com/en/players/3353737a/Sergio-Reguilon,https://fbref.com/en/players/3353737a/scout/365_m1/Sergio-Reguilon-Scouting-Report,https://fbref.com/en/players/3353737a/matchlogs/2022-2023/summary/Sergio-Reguilon-Match-Logs,Defender
14,FW,26.0,13,Neal Maupay,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,https://fbref.com/en/players/4bcf39f6/scout/365_m1/Neal-Maupay-Scouting-Report,https://fbref.com/en/players/4bcf39f6/matchlogs/2022-2023/summary/Neal-Maupay-Match-Logs,Forwards
15,DF,33.0,12,Mathias Jorgensen,https://fbref.com/en/players/0db5d2c8/Mathias-Jorgensen,https://fbref.com/en/players/0db5d2c8/scout/365_m1/Mathias-Jorgensen-Scouting-Report,https://fbref.com/en/players/0db5d2c8/matchlogs/2022-2023/summary/Mathias-Jorgensen-Match-Logs,Defender
16,MF,25.0,11,Frank Onyeka,https://fbref.com/en/players/2944f86f/Frank-Onyeka,https://fbref.com/en/players/2944f86f/scout/365_m1/Frank-Onyeka-Scouting-Report,https://fbref.com/en/players/2944f86f/matchlogs/2022-2023/summary/Frank-Onyeka-Match-Logs,Central Midfielders
17,DF,21.0,9,Aaron Hickey,https://fbref.com/en/players/1780bb4a/Aaron-Hickey,https://fbref.com/en/players/1780bb4a/scout/365_m1/Aaron-Hickey-Scouting-Report,https://fbref.com/en/players/1780bb4a/matchlogs/2022-2023/summary/Aaron-Hickey-Match-Logs,Defender
18,MF,23.0,7,Mikkel Damsgaard,https://fbref.com/en/players/215f3907/Mikkel-Damsgaard,https://fbref.com/en/players/215f3907/scout/365_m1/Mikkel-Damsgaard-Scouting-Report,https://fbref.com/en/players/215f3907/matchlogs/2022-2023/summary/Mikkel-Damsgaard-Match-Logs,Central Midfielders
19,DF,29.0,7,Saman Ghoddos,https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos,https://fbref.com/en/players/f7b1d4e0/scout/365_m1/Saman-Ghoddos-Scouting-Report,https://fbref.com/en/players/f7b1d4e0/matchlogs/2022-2023/summary/Saman-Ghoddos-Match-Logs,Defender
20,MF,19.0,6,Yehor Yarmoliuk,https://fbref.com/en/players/907a5d7c/Yehor-Yarmoliuk,https://fbref.com/en/players/907a5d7c/scout/365_m1/Yehor-Yarmoliuk-Scouting-Report,https://fbref.com/en/players/907a5d7c/matchlogs/2022-2023/summary/Yehor-Yarmoliuk-Match-Logs,Central Midfielders
21,DF,26.0,5,Rico Henry,https://fbref.com/en/players/8a3c1dc7/Rico-Henry,https://fbref.com/en/players/8a3c1dc7/scout/365_m1/Rico-Henry-Scouting-Report,https://fbref.com/en/players/8a3c1dc7/matchlogs/2022-2023/summary/Rico-Henry-Match-Logs,Defender
22,"FW,MF",21.0,3,Kevin Schade,https://fbref.com/en/players/52afb588/Kevin-Schade,https://fbref.com/en/players/52afb588/scout/365_m1/Kevin-Schade-Scouting-Report,https://fbref.com/en/players/52afb588/matchlogs/2022-2023/summary/Kevin-Schade-Match-Logs,Attacking Midfielders
23,MF,25.0,2,Shandon Baptiste,https://fbref.com/en/players/2886c9b5/Shandon-Baptiste,https://fbref.com/en/players/2886c9b5/scout/365_m1/Shandon-Baptiste-Scouting-Report,https://fbref.com/en/players/2886c9b5/matchlogs/2022-2023/summary/Shandon-Baptiste-Match-Logs,Central Midfielders
24,GK,28.0,1,Thomas Strakosha,https://fbref.com/en/players/339fe0e8/Thomas-Strakosha,https://fbref.com/en/players/339fe0e8/scout/365_m1/Thomas-Strakosha-Scouting-Report,https://fbref.com/en/players/339fe0e8/matchlogs/2022-2023/summary/Thomas-Strakosha-Match-Logs,GK
25,"DF,FW",19.0,0,Michael Olakigbe,https://fbref.com/en/players/cdd70dc0/Michael-Olakigbe,https://fbref.com/en/players/cdd70dc0/scout/365_m1/Michael-Olakigbe-Scouting-Report,https://fbref.com/en/players/cdd70dc0/matchlogs/2022-2023/summary/Michael-Olakigbe-Match-Logs,Wing-Back
26,"DF,FW",24.0,0,Josh Dasilva,https://fbref.com/en/players/60344e4f/Josh-Dasilva,https://fbref.com/en/players/60344e4f/scout/365_m1/Josh-Dasilva-Scouting-Report,https://fbref.com/en/players/60344e4f/matchlogs/2022-2023/summary/Josh-Dasilva-Match-Logs,Wing-Back
27,"DF,MF",20.0,0,Myles Peart Harris,https://fbref.com/en/players/ea1a5662/Myles-Peart-Harris,https://fbref.com/en/players/ea1a5662/scout/365_m1/Myles-Peart-Harris-Scouting-Report,https://fbref.com/en/players/ea1a5662/matchlogs/2022-2023/summary/Myles-Peart-Harris-Match-Logs,Defender
28,FW,20.0,0,Val Adedokun,https://fbref.com/en/players/1b5344ef/Val-Adedokun,https://fbref.com/en/players/1b5344ef/scout/365_m1/Val-Adedokun-Scouting-Report,https://fbref.com/en/players/1b5344ef/matchlogs/2022-2023/summary/Val-Adedokun-Match-Logs,Forwards
29,GK,19.0,0,Vincent Angelini,https://fbref.com/en/players/536e58cc/Vincent-Angelini,https://fbref.com/en/players/536e58cc/scout/365_m1/Vincent-Angelini-Scouting-Report,https://fbref.com/en/players/536e58cc/matchlogs/2022-2023/summary/Vincent-Angelini-Match-Logs,GK
30,DF,17.0,0,Benjamin Arthur,https://fbref.com/en/players/093f0923/Benjamin-Arthur,https://fbref.com/en/players/093f0923/scout/365_m1/Benjamin-Arthur-Scouting-Report,https://fbref.com/en/players/093f0923/matchlogs/2022-2023/summary/Benjamin-Arthur-Match-Logs,Defender
31,GK,23.0,0,Ellery Balcombe,https://fbref.com/en/players/e827567f/Ellery-Balcombe,https://fbref.com/en/players/e827567f/scout/365_m1/Ellery-Balcombe-Scouting-Report,https://fbref.com/en/players/e827567f/matchlogs/2022-2023/summary/Ellery-Balcombe-Match-Logs,GK
32,MF,19.0,0,Ethan Brierley,https://fbref.com/en/players/c2c5ecda/Ethan-Brierley,https://fbref.com/en/players/c2c5ecda/scout/365_m1/Ethan-Brierley-Scouting-Report,https://fbref.com/en/players/c2c5ecda/matchlogs/2022-2023/summary/Ethan-Brierley-Match-Logs,Central Midfielders
33,MF,17.0,0,Yunus Emre Konak,https://fbref.com/en/players/e02b5b36/Yunus-Emre-Konak,https://fbref.com/en/players/e02b5b36/scout/365_m1/Yunus-Emre-Konak-Scouting-Report,https://fbref.com/en/players/e02b5b36/matchlogs/2022-2023/summary/Yunus-Emre-Konak-Match-Logs,Central Midfielders
34,DF,18.0,0,Benjamin Fredrick,https://fbref.com/en/players/fde367e5/Benjamin-Fredrick,https://fbref.com/en/players/fde367e5/scout/365_m1/Benjamin-Fredrick-Scouting-Report,https://fbref.com/en/players/fde367e5/matchlogs/2022-2023/summary/Benjamin-Fredrick-Match-Logs,Defender
35,DF,27.0,0,Charlie Goode,https://fbref.com/en/players/7aee4dd3/Charlie-Goode,https://fbref.com/en/players/7aee4dd3/scout/365_m1/Charlie-Goode-Scouting-Report,https://fbref.com/en/players/7aee4dd3/matchlogs/2022-2023/summary/Charlie-Goode-Match-Logs,Defender
36,DF,18.0,0,Kim Jisoo,https://fbref.com/en/players/f4065d9e/Kim-Jisoo,https://fbref.com/en/players/f4065d9e/scout/365_m1/Kim-Jisoo-Scouting-Report,https://fbref.com/en/players/f4065d9e/matchlogs/2022-2023/summary/Kim-Jisoo-Match-Logs,Defender
37,GK,21.0,0,Hakon Rafn Valdimarsson,https://fbref.com/en/players/57a34cf4/Hakon-Rafn-Valdimarsson,https://fbref.com/en/players/57a34cf4/scout/365_m1/Hakon-Rafn-Valdimarsson-Scouting-Report,https://fbref.com/en/players/57a34cf4/matchlogs/2022-2023/summary/Hakon-Rafn-Valdimarsson-Match-Logs,GK
38,MF,20.0,0,Ryan Trevitt,https://fbref.com/en/players/732327ae/Ryan-Trevitt,https://fbref.com/en/players/732327ae/scout/365_m1/Ryan-Trevitt-Scouting-Report,https://fbref.com/en/players/732327ae/matchlogs/2022-2023/summary/Ryan-Trevitt-Match-Logs,Central Midfielders
0,DF,27.0,38,Joachim Andersen,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,https://fbref.com/en/players/e34fc66d/scout/365_m1/Joachim-Andersen-Scouting-Report,https://fbref.com/en/players/e34fc66d/matchlogs/2022-2023/summary/Joachim-Andersen-Match-Logs,Defender
1,"DF,MF",23.0,37,Tyrick Mitchell,https://fbref.com/en/players/5cbd1eb0/Tyrick-Mitchell,https://fbref.com/en/players/5cbd1eb0/scout/365_m1/Tyrick-Mitchell-Scouting-Report,https://fbref.com/en/players/5cbd1eb0/matchlogs/2022-2023/summary/Tyrick-Mitchell-Match-Logs,Defender
2,"FW,MF",31.0,30,Jordan Ayew,https://fbref.com/en/players/da052c14/Jordan-Ayew,https://fbref.com/en/players/da052c14/scout/365_m1/Jordan-Ayew-Scouting-Report,https://fbref.com/en/players/da052c14/matchlogs/2022-2023/summary/Jordan-Ayew-Match-Logs,Attacking Midfielders
3,"MF,DF",28.0,27,Jefferson Lerma,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,https://fbref.com/en/players/9b5ce51a/scout/365_m1/Jefferson-Lerma-Scouting-Report,https://fbref.com/en/players/9b5ce51a/matchlogs/2022-2023/summary/Jefferson-Lerma-Match-Logs,Defensive-Midfielders
4,FW,26.0,25,Jean Philippe Mateta,https://fbref.com/en/players/50e6dc35/Jean-Philippe-Mateta,https://fbref.com/en/players/50e6dc35/scout/365_m1/Jean-Philippe-Mateta-Scouting-Report,https://fbref.com/en/players/50e6dc35/matchlogs/2022-2023/summary/Jean-Philippe-Mateta-Match-Logs,Forwards
5,"MF,FW",25.0,24,Eberechi Eze,https://fbref.com/en/players/ae4fc6a4/Eberechi-Eze,https://fbref.com/en/players/ae4fc6a4/scout/365_m1/Eberechi-Eze-Scouting-Report,https://fbref.com/en/players/ae4fc6a4/matchlogs/2022-2023/summary/Eberechi-Eze-Match-Logs,Attacking Midfielders
6,"DF,MF",23.0,23,Chris Richards,https://fbref.com/en/players/0a3d6d2b/Chris-Richards,https://fbref.com/en/players/0a3d6d2b/scout/365_m1/Chris-Richards-Scouting-Report,https://fbref.com/en/players/0a3d6d2b/matchlogs/2022-2023/summary/Chris-Richards-Match-Logs,Defender
7,DF,23.0,23,Marc Guehi,https://fbref.com/en/players/d0706b27/Marc-Guehi,https://fbref.com/en/players/d0706b27/scout/365_m1/Marc-Guehi-Scouting-Report,https://fbref.com/en/players/d0706b27/matchlogs/2022-2023/summary/Marc-Guehi-Match-Logs,Defender
8,DF,33.0,23,Joel Ward,https://fbref.com/en/players/8a7ff278/Joel-Ward,https://fbref.com/en/players/8a7ff278/scout/365_m1/Joel-Ward-Scouting-Report,https://fbref.com/en/players/8a7ff278/matchlogs/2022-2023/summary/Joel-Ward-Match-Logs,Defender
9,MF,28.0,23,Will Hughes,https://fbref.com/en/players/a0666d3e/Will-Hughes,https://fbref.com/en/players/a0666d3e/scout/365_m1/Will-Hughes-Scouting-Report,https://fbref.com/en/players/a0666d3e/matchlogs/2022-2023/summary/Will-Hughes-Match-Logs,Central Midfielders
10,GK,30.0,20,Sam Johnstone,https://fbref.com/en/players/9e5708be/Sam-Johnstone,https://fbref.com/en/players/9e5708be/scout/365_m1/Sam-Johnstone-Scouting-Report,https://fbref.com/en/players/9e5708be/matchlogs/2022-2023/summary/Sam-Johnstone-Match-Logs,GK
11,GK,26.0,18,Dean Henderson,https://fbref.com/en/players/e5a76dfe/Dean-Henderson,https://fbref.com/en/players/e5a76dfe/scout/365_m1/Dean-Henderson-Scouting-Report,https://fbref.com/en/players/e5a76dfe/matchlogs/2022-2023/summary/Dean-Henderson-Match-Logs,GK
12,"FW,MF",25.0,17,Odsonne Edouard,https://fbref.com/en/players/0562b7f1/Odsonne-Edouard,https://fbref.com/en/players/0562b7f1/scout/365_m1/Odsonne-Edouard-Scouting-Report,https://fbref.com/en/players/0562b7f1/matchlogs/2022-2023/summary/Odsonne-Edouard-Match-Logs,Attacking Midfielders
13,"FW,MF",30.0,17,Jeffrey Schlupp,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,https://fbref.com/en/players/3312f911/scout/365_m1/Jeffrey-Schlupp-Scouting-Report,https://fbref.com/en/players/3312f911/matchlogs/2022-2023/summary/Jeffrey-Schlupp-Match-Logs,Attacking Midfielders
14,"DF,MF",27.0,16,Daniel Munoz,https://fbref.com/en/players/778ef829/Daniel-Munoz,https://fbref.com/en/players/778ef829/scout/365_m1/Daniel-Munoz-Scouting-Report,https://fbref.com/en/players/778ef829/matchlogs/2022-2023/summary/Daniel-Munoz-Match-Logs,Defender
15,MF,19.0,15,Adam Wharton,https://fbref.com/en/players/4b542852/Adam-Wharton,https://fbref.com/en/players/4b542852/scout/365_m1/Adam-Wharton-Scouting-Report,https://fbref.com/en/players/4b542852/matchlogs/2022-2023/summary/Adam-Wharton-Match-Logs,Central Midfielders
16,DF,32.0,14,Nathaniel Clyne,https://fbref.com/en/players/0442183b/Nathaniel-Clyne,https://fbref.com/en/players/0442183b/scout/365_m1/Nathaniel-Clyne-Scouting-Report,https://fbref.com/en/players/0442183b/matchlogs/2022-2023/summary/Nathaniel-Clyne-Match-Logs,Defender
17,"FW,MF",21.0,14,Michael Olise,https://fbref.com/en/players/c4486bac/Michael-Olise,https://fbref.com/en/players/c4486bac/scout/365_m1/Michael-Olise-Scouting-Report,https://fbref.com/en/players/c4486bac/matchlogs/2022-2023/summary/Michael-Olise-Match-Logs,Attacking Midfielders
18,MF,23.0,11,Cheick Doucoure,https://fbref.com/en/players/ce4f40c7/Cheick-Doucoure,https://fbref.com/en/players/ce4f40c7/scout/365_m1/Cheick-Doucoure-Scouting-Report,https://fbref.com/en/players/ce4f40c7/matchlogs/2022-2023/summary/Cheick-Doucoure-Match-Logs,Central Midfielders
19,"MF,FW",26.0,2,Jairo Riedewald,https://fbref.com/en/players/7a1f2c08/Jairo-Riedewald,https://fbref.com/en/players/7a1f2c08/scout/365_m1/Jairo-Riedewald-Scouting-Report,https://fbref.com/en/players/7a1f2c08/matchlogs/2022-2023/summary/Jairo-Riedewald-Match-Logs,Attacking Midfielders
