,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
13,"FW,DF",28.0,14,Jacob Murphy,https://fbref.com/en/players/de112b84/Jacob-Murphy,https://fbref.com/en/players/de112b84/scout/365_m1/Jacob-Murphy-Scouting-Report,https://fbref.com/en/players/de112b84/matchlogs/2022-2023/summary/Jacob-Murphy-Match-Logs,Wing-Back
14,DF,29.0,13,Jamaal Lascelles,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,https://fbref.com/en/players/450ab6fc/scout/365_m1/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/matchlogs/2022-2023/summary/Jamaal-Lascelles-Match-Logs,Defender
15,DF,20.0,12,Valentino Livramento,https://fbref.com/en/players/afed6722/Valentino-Livramento,https://fbref.com/en/players/afed6722/scout/365_m1/Valentino-Livramento-Scouting-Report,https://fbref.com/en/players/afed6722/matchlogs/2022-2023/summary/Valentino-Livramento-Match-Logs,Defender
16,"MF,FW",20.0,10,Elliot Anderson,https://fbref.com/en/players/de31038e/Elliot-Anderson,https://fbref.com/en/players/de31038e/scout/365_m1/Elliot-Anderson-Scouting-Report,https://fbref.com/en/players/de31038e/matchlogs/2022-2023/summary/Elliot-Anderson-Match-Logs,Attacking Midfielders
17,FW,31.0,9,Callum Wilson,https://fbref.com/en/players/c596fcb0/Callum-Wilson,https://fbref.com/en/players/c596fcb0/scout/365_m1/Callum-Wilson-Scouting-Report,https://fbref.com/en/players/c596fcb0/matchlogs/2022-2023/summary/Callum-Wilson-Match-Logs,Forwards
18,DF,28.0,8,Emil Krafth,https://fbref.com/en/players/77cf6852/Emil-Krafth,https://fbref.com/en/players/77cf6852/scout/365_m1/Emil-Krafth-Scouting-Report,https://fbref.com/en/players/77cf6852/matchlogs/2022-2023/summary/Emil-Krafth-Match-Logs,Defender
19,DF,18.0,8,Lewis Hall,https://fbref.com/en/players/da011f18/Lewis-Hall,https://fbref.com/en/players/da011f18/scout/365_m1/Lewis-Hall-Scouting-Report,https://fbref.com/en/players/da011f18/matchlogs/2022-2023/summary/Lewis-Hall-Match-Logs,Defender
20,"FW,MF",25.0,7,Harvey Barnes,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,https://fbref.com/en/players/3ea50f67/scout/365_m1/Harvey-Barnes-Scouting-Report,https://fbref.com/en/players/3ea50f67/matchlogs/2022-2023/summary/Harvey-Barnes-Match-Logs,Attacking Midfielders
21,MF,23.0,5,Sandro Tonali,https://fbref.com/en/players/0db169ae/Sandro-Tonali,https://fbref.com/en/players/0db169ae/scout/365_m1/Sandro-Tonali-Scouting-Report,https://fbref.com/en/players/0db169ae/matchlogs/2022-2023/summary/Sandro-Tonali-Match-Logs,Central Midfielders
22,MF,23.0,5,Joe Willock,https://fbref.com/en/players/a3b03921/Joe-Willock,https://fbref.com/en/players/a3b03921/scout/365_m1/Joe-Willock-Scouting-Report,https://fbref.com/en/players/a3b03921/matchlogs/2022-2023/summary/Joe-Willock-Match-Logs,Central Midfielders
23,GK,30.0,1,Loris Karius,https://fbref.com/en/players/32e7ce92/Loris-Karius,https://fbref.com/en/players/32e7ce92/scout/365_m1/Loris-Karius-Scouting-Report,https://fbref.com/en/players/32e7ce92/matchlogs/2022-2023/summary/Loris-Karius-Match-Logs,GK
24,DF,27.0,1,Matt Targett,https://fbref.com/en/players/e514ab62/Matt-Targett,https://fbref.com/en/players/e514ab62/scout/365_m1/Matt-Targett-Scouting-Report,https://fbref.com/en/players/e514ab62/matchlogs/2022-2023/summary/Matt-Targett-Match-Logs,Defender
25,"FW,MF",33.0,0,Matt Ritchie,https://fbref.com/en/players/71ef519e/Matt-Ritchie,https://fbref.com/en/players/71ef519e/scout/365_m1/Matt-Ritchie-Scouting-Report,https://fbref.com/en/players/71ef519e/matchlogs/2022-2023/summary/Matt-Ritchie-Match-Logs,Attacking Midfielders
26,FW,18.0,0,Ben Parkinson,https://fbref.com/en/players/32163807/Ben-Parkinson,https://fbref.com/en/players/32163807/scout/365_m1/Ben-Parkinson-Scouting-Report,https://fbref.com/en/players/32163807/matchlogs/2022-2023/summary/Ben-Parkinson-Match-Logs,Forwards
27,DF,31.0,0,Paul Dummett,https://fbref.com/en/players/3fe6bd8c/Paul-Dummett,https://fbref.com/en/players/3fe6bd8c/scout/365_m1/Paul-Dummett-Scouting-Report,https://fbref.com/en/players/3fe6bd8c/matchlogs/2022-2023/summary/Paul-Dummett-Match-Logs,Defender
28,"DF,FW",19.0,0,Alex Murphy,https://fbref.com/en/players/f1c42eb3/Alex-Murphy,https://fbref.com/en/players/f1c42eb3/scout/365_m1/Alex-Murphy-Scouting-Report,https://fbref.com/en/players/f1c42eb3/matchlogs/2022-2023/summary/Alex-Murphy-Match-Logs,Wing-Back
29,MF,20.0,0,Joe White,https://fbref.com/en/players/d60c03a9/Joe-White,https://fbref.com/en/players/d60c03a9/scout/365_m1/Joe-White-Scouting-Report,https://fbref.com/en/players/d60c03a9/matchlogs/2022-2023/summary/Joe-White-Match-Logs,Central Midfielders
30,MF,20.0,0,Amadou Diallo,https://fbref.com/en/players/e31708b2/Amadou-Diallo,https://fbref.com/en/players/e31708b2/scout/365_m1/Amadou-Diallo-Scouting-Report,https://fbref.com/en/players/e31708b2/matchlogs/2022-2023/summary/Amadou-Diallo-Match-Logs,Central Midfielders
31,FW,19.0,0,Michael Ndiweni,https://fbref.com/en/players/8aff2b51/Michael-Ndiweni,https://fbref.com/en/players/8aff2b51/scout/365_m1/Michael-Ndiweni-Scouting-Report,https://fbref.com/en/players/8aff2b51/matchlogs/2022-2023/summary/Michael-Ndiweni-Match-Logs,Forwards
32,GK,31.0,0,Mark Gillespie,https://fbref.com/en/players/e32958b7/Mark-Gillespie,https://fbref.com/en/players/e32958b7/scout/365_m1/Mark-Gillespie-Scouting-Report,https://fbref.com/en/players/e32958b7/matchlogs/2022-2023/summary/Mark-Gillespie-Match-Logs,GK
33,MF,17.0,0,Travis Hearnes,https://fbref.com/en/players/849e071e/Travis-Hearnes,https://fbref.com/en/players/849e071e/scout/365_m1/Travis-Hearnes-Scouting-Report,https://fbref.com/en/players/849e071e/matchlogs/2022-2023/summary/Travis-Hearnes-Match-Logs,Central Midfielders
34,DF,29.0,0,Javier Manquillo,https://fbref.com/en/players/758dd7f0/Javier-Manquillo,https://fbref.com/en/players/758dd7f0/scout/365_m1/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/matchlogs/2022-2023/summary/Javier-Manquillo-Match-Logs,Defender
0,DF,26.0,38,Sebastiano Luperto,https://fbref.com/en/players/997fff07/Sebastiano-Luperto,https://fbref.com/en/players/997fff07/scout/365_m1/Sebastiano-Luperto-Scouting-Report,https://fbref.com/en/players/997fff07/matchlogs/2022-2023/summary/Sebastiano-Luperto-Match-Logs,Defender
1,MF,24.0,30,Youssef Maleh,https://fbref.com/en/players/4c8845f7/Youssef-Maleh,https://fbref.com/en/players/4c8845f7/scout/365_m1/Youssef-Maleh-Scouting-Report,https://fbref.com/en/players/4c8845f7/matchlogs/2022-2023/summary/Youssef-Maleh-Match-Logs,Central Midfielders
2,"FW,MF",22.0,29,Nicolo Cambiaghi,https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi,https://fbref.com/en/players/91ff775f/scout/365_m1/Nicolo-Cambiaghi-Scouting-Report,https://fbref.com/en/players/91ff775f/matchlogs/2022-2023/summary/Nicolo-Cambiaghi-Match-Logs,Attacking Midfielders
3,GK,21.0,23,Elia Caprile,https://fbref.com/en/players/97d7afbd/Elia-Caprile,https://fbref.com/en/players/97d7afbd/scout/365_m1/Elia-Caprile-Scouting-Report,https://fbref.com/en/players/97d7afbd/matchlogs/2022-2023/summary/Elia-Caprile-Match-Logs,GK
4,DF,23.0,23,Sebastian Walukiewicz,https://fbref.com/en/players/217875a4/Sebastian-Walukiewicz,https://fbref.com/en/players/217875a4/scout/365_m1/Sebastian-Walukiewicz-Scouting-Report,https://fbref.com/en/players/217875a4/matchlogs/2022-2023/summary/Sebastian-Walukiewicz-Match-Logs,Defender
5,DF,26.0,23,Ardian Ismajli,https://fbref.com/en/players/6b635f5c/Ardian-Ismajli,https://fbref.com/en/players/6b635f5c/scout/365_m1/Ardian-Ismajli-Scouting-Report,https://fbref.com/en/players/6b635f5c/matchlogs/2022-2023/summary/Ardian-Ismajli-Match-Logs,Defender
6,MF,28.0,22,Alberto Grassi,https://fbref.com/en/players/6cc97b6a/Alberto-Grassi,https://fbref.com/en/players/6cc97b6a/scout/365_m1/Alberto-Grassi-Scouting-Report,https://fbref.com/en/players/6cc97b6a/matchlogs/2022-2023/summary/Alberto-Grassi-Match-Logs,Central Midfielders
7,DF,31.0,22,Bartosz Bereszynski,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski,https://fbref.com/en/players/61b3978f/scout/365_m1/Bartosz-Bereszynski-Scouting-Report,https://fbref.com/en/players/61b3978f/matchlogs/2022-2023/summary/Bartosz-Bereszynski-Match-Logs,Defender
8,"DF,FW",29.0,21,Emmanuel Gyasi,https://fbref.com/en/players/f9758dae/Emmanuel-Gyasi,https://fbref.com/en/players/f9758dae/scout/365_m1/Emmanuel-Gyasi-Scouting-Report,https://fbref.com/en/players/f9758dae/matchlogs/2022-2023/summary/Emmanuel-Gyasi-Match-Logs,Wing-Back
9,MF,27.0,20,Razvan Marin,https://fbref.com/en/players/7fac99d4/Razvan-Marin,https://fbref.com/en/players/7fac99d4/scout/365_m1/Razvan-Marin-Scouting-Report,https://fbref.com/en/players/7fac99d4/matchlogs/2022-2023/summary/Razvan-Marin-Match-Logs,Central Midfielders
10,DF,22.0,18,Liberato Cacace,https://fbref.com/en/players/dd86e8e4/Liberato-Cacace,https://fbref.com/en/players/dd86e8e4/scout/365_m1/Liberato-Cacace-Scouting-Report,https://fbref.com/en/players/dd86e8e4/matchlogs/2022-2023/summary/Liberato-Cacace-Match-Logs,Defender
11,"FW,MF",21.0,18,Matteo Cancellieri,https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri,https://fbref.com/en/players/b6a1cdf9/scout/365_m1/Matteo-Cancellieri-Scouting-Report,https://fbref.com/en/players/b6a1cdf9/matchlogs/2022-2023/summary/Matteo-Cancellieri-Match-Logs,Attacking Midfielders
12,FW,35.0,15,Francesco Caputo,https://fbref.com/en/players/5bd72174/Francesco-Caputo,https://fbref.com/en/players/5bd72174/scout/365_m1/Francesco-Caputo-Scouting-Report,https://fbref.com/en/players/5bd72174/matchlogs/2022-2023/summary/Francesco-Caputo-Match-Logs,Forwards
13,GK,34.0,14,Etrit Berisha,https://fbref.com/en/players/ee833569/Etrit-Berisha,https://fbref.com/en/players/ee833569/scout/365_m1/Etrit-Berisha-Scouting-Report,https://fbref.com/en/players/ee833569/matchlogs/2022-2023/summary/Etrit-Berisha-Match-Logs,GK
14,MF,20.0,14,Jacopo Fazzini,https://fbref.com/en/players/06b08c45/Jacopo-Fazzini,https://fbref.com/en/players/06b08c45/scout/365_m1/Jacopo-Fazzini-Scouting-Report,https://fbref.com/en/players/06b08c45/matchlogs/2022-2023/summary/Jacopo-Fazzini-Match-Logs,Central Midfielders
15,DF,25.0,14,Giuseppe Pezzella,https://fbref.com/en/players/149c5f5d/Giuseppe-Pezzella,https://fbref.com/en/players/149c5f5d/scout/365_m1/Giuseppe-Pezzella-Scouting-Report,https://fbref.com/en/players/149c5f5d/matchlogs/2022-2023/summary/Giuseppe-Pezzella-Match-Logs,Defender
16,DF,27.0,11,Tyronne Ebuehi,https://fbref.com/en/players/6af30900/Tyronne-Ebuehi,https://fbref.com/en/players/6af30900/scout/365_m1/Tyronne-Ebuehi-Scouting-Report,https://fbref.com/en/players/6af30900/matchlogs/2022-2023/summary/Tyronne-Ebuehi-Match-Logs,Defender
17,MF,25.0,10,Szymon Zurkowski,https://fbref.com/en/players/4e1d5e59/Szymon-Zurkowski,https://fbref.com/en/players/4e1d5e59/scout/365_m1/Szymon-Zurkowski-Scouting-Report,https://fbref.com/en/players/4e1d5e59/matchlogs/2022-2023/summary/Szymon-Zurkowski-Match-Logs,Central Midfielders
18,FW,27.0,10,Alberto Cerri,https://fbref.com/en/players/1079c685/Alberto-Cerri,https://fbref.com/en/players/1079c685/scout/365_m1/Alberto-Cerri-Scouting-Report,https://fbref.com/en/players/1079c685/matchlogs/2022-2023/summary/Alberto-Cerri-Match-Logs,Forwards
19,"MF,DF",26.0,9,Simone Bastoni,https://fbref.com/en/players/1ac232b8/Simone-Bastoni,https://fbref.com/en/players/1ac232b8/scout/365_m1/Simone-Bastoni-Scouting-Report,https://fbref.com/en/players/1ac232b8/matchlogs/2022-2023/summary/Simone-Bastoni-Match-Logs,Defensive-Midfielders
20,"MF,FW",20.0,8,Tommaso Baldanzi,https://fbref.com/en/players/102e2599/Tommaso-Baldanzi,https://fbref.com/en/players/102e2599/scout/365_m1/Tommaso-Baldanzi-Scouting-Report,https://fbref.com/en/players/102e2599/matchlogs/2022-2023/summary/Tommaso-Baldanzi-Match-Logs,Attacking Midfielders
21,FW,28.0,5,MBaye Niang,https://fbref.com/en/players/2054d037/MBaye-Niang,https://fbref.com/en/players/2054d037/scout/365_m1/MBaye-Niang-Scouting-Report,https://fbref.com/en/players/2054d037/matchlogs/2022-2023/summary/MBaye-Niang-Match-Logs,Forwards
22,"MF,DF",22.0,5,Filippo Ranocchia,https://fbref.com/en/players/d9ebed1c/Filippo-Ranocchia,https://fbref.com/en/players/d9ebed1c/scout/365_m1/Filippo-Ranocchia-Scouting-Report,https://fbref.com/en/players/d9ebed1c/matchlogs/2022-2023/summary/Filippo-Ranocchia-Match-Logs,Defensive-Midfielders
23,MF,27.0,4,Viktor Kovalenko,https://fbref.com/en/players/9d60028d/Viktor-Kovalenko,https://fbref.com/en/players/9d60028d/scout/365_m1/Viktor-Kovalenko-Scouting-Report,https://fbref.com/en/players/9d60028d/matchlogs/2022-2023/summary/Viktor-Kovalenko-Match-Logs,Central Midfielders
24,"FW,MF",20.0,4,Steven Shpendi,https://fbref.com/en/players/fd987f24/Steven-Shpendi,https://fbref.com/en/players/fd987f24/scout/365_m1/Steven-Shpendi-Scouting-Report,https://fbref.com/en/players/fd987f24/matchlogs/2022-2023/summary/Steven-Shpendi-Match-Logs,Attacking Midfielders
25,"FW,MF",32.0,3,Mattia Destro,https://fbref.com/en/players/d7d32194/Mattia-Destro,https://fbref.com/en/players/d7d32194/scout/365_m1/Mattia-Destro-Scouting-Report,https://fbref.com/en/players/d7d32194/matchlogs/2022-2023/summary/Mattia-Destro-Match-Logs,Attacking Midfielders
26,"FW,MF",21.0,3,Daniel Maldini,https://fbref.com/en/players/801831fe/Daniel-Maldini,https://fbref.com/en/players/801831fe/scout/365_m1/Daniel-Maldini-Scouting-Report,https://fbref.com/en/players/801831fe/matchlogs/2022-2023/summary/Daniel-Maldini-Match-Logs,Attacking Midfielders
27,MF,27.0,1,Nicolas Haas,https://fbref.com/en/players/fa449bba/Nicolas-Haas,https://fbref.com/en/players/fa449bba/scout/365_m1/Nicolas-Haas-Scouting-Report,https://fbref.com/en/players/fa449bba/matchlogs/2022-2023/summary/Nicolas-Haas-Match-Logs,Central Midfielders
28,GK,25.0,1,Samuele Perisan,https://fbref.com/en/players/00a17eba/Samuele-Perisan,https://fbref.com/en/players/00a17eba/scout/365_m1/Samuele-Perisan-Scouting-Report,https://fbref.com/en/players/00a17eba/matchlogs/2022-2023/summary/Samuele-Perisan-Match-Logs,GK
29,FW,22.0,0,Roberto Piccoli,https://fbref.com/en/players/1cadaf34/Roberto-Piccoli,https://fbref.com/en/players/1cadaf34/scout/365_m1/Roberto-Piccoli-Scouting-Report,https://fbref.com/en/players/1cadaf34/matchlogs/2022-2023/summary/Roberto-Piccoli-Match-Logs,Forwards
30,FW,19.0,0,Giacomo Corona,https://fbref.com/en/players/d9f83409/Giacomo-Corona,https://fbref.com/en/players/d9f83409/scout/365_m1/Giacomo-Corona-Scouting-Report,https://fbref.com/en/players/d9f83409/matchlogs/2022-2023/summary/Giacomo-Corona-Match-Logs,Forwards
31,FW,21.0,0,Emmanuel Ekong,https://fbref.com/en/players/c20892ee/Emmanuel-Ekong,https://fbref.com/en/players/c20892ee/scout/365_m1/Emmanuel-Ekong-Scouting-Report,https://fbref.com/en/players/c20892ee/matchlogs/2022-2023/summary/Emmanuel-Ekong-Match-Logs,Forwards
32,MF,27.0,0,Liam Henderson,https://fbref.com/en/players/d7918b13/Liam-Henderson,https://fbref.com/en/players/d7918b13/scout/365_m1/Liam-Henderson-Scouting-Report,https://fbref.com/en/players/d7918b13/matchlogs/2022-2023/summary/Liam-Henderson-Match-Logs,Central Midfielders
33,MF,18.0,0,Andrea Sodero,https://fbref.com/en/players/364e2d13/Andrea-Sodero,https://fbref.com/en/players/364e2d13/scout/365_m1/Andrea-Sodero-Scouting-Report,https://fbref.com/en/players/364e2d13/matchlogs/2022-2023/summary/Andrea-Sodero-Match-Logs,Central Midfielders
34,DF,19.0,0,Saba Goglichidze,https://fbref.com/en/players/011d370e/Saba-Goglichidze,https://fbref.com/en/players/011d370e/scout/365_m1/Saba-Goglichidze-Scouting-Report,https://fbref.com/en/players/011d370e/matchlogs/2022-2023/summary/Saba-Goglichidze-Match-Logs,Defender
35,DF,19.0,0,Gabriele Guarino,https://fbref.com/en/players/e49193cf/Gabriele-Guarino,https://fbref.com/en/players/e49193cf/scout/365_m1/Gabriele-Guarino-Scouting-Report,https://fbref.com/en/players/e49193cf/matchlogs/2022-2023/summary/Gabriele-Guarino-Match-Logs,Defender
36,DF,19.0,0,Gabriele Indragoli,https://fbref.com/en/players/0472ad0a/Gabriele-Indragoli,https://fbref.com/en/players/0472ad0a/scout/365_m1/Gabriele-Indragoli-Scouting-Report,https://fbref.com/en/players/0472ad0a/matchlogs/2022-2023/summary/Gabriele-Indragoli-Match-Logs,Defender
37,DF,19.0,0,Luca Marianucci,https://fbref.com/en/players/64e6778a/Luca-Marianucci,https://fbref.com/en/players/64e6778a/scout/365_m1/Luca-Marianucci-Scouting-Report,https://fbref.com/en/players/64e6778a/matchlogs/2022-2023/summary/Luca-Marianucci-Match-Logs,Defender
38,GK,18.0,0,Jacopo Seghetti,https://fbref.com/en/players/70a10677/Jacopo-Seghetti,https://fbref.com/en/players/70a10677/scout/365_m1/Jacopo-Seghetti-Scouting-Report,https://fbref.com/en/players/70a10677/matchlogs/2022-2023/summary/Jacopo-Seghetti-Match-Logs,GK
39,"DF,MF",27.0,0,Petar Stojanovic,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,https://fbref.com/en/players/13b44b02/scout/365_m1/Petar-Stojanovic-Scouting-Report,https://fbref.com/en/players/13b44b02/matchlogs/2022-2023/summary/Petar-Stojanovic-Match-Logs,Defender
40,GK,18.0,0,Lovro Stubljar,https://fbref.com/en/players/4c909198/Lovro-Stubljar,https://fbref.com/en/players/4c909198/scout/365_m1/Lovro-Stubljar-Scouting-Report,https://fbref.com/en/players/4c909198/matchlogs/2022-2023/summary/Lovro-Stubljar-Match-Logs,GK
41,GK,17.0,0,Filippo Vertua,https://fbref.com/en/players/053696c5/Filippo-Vertua,https://fbref.com/en/players/053696c5/scout/365_m1/Filippo-Vertua-Scouting-Report,https://fbref.com/en/players/053696c5/matchlogs/2022-2023/summary/Filippo-Vertua-Match-Logs,GK
0,GK,25.0,36,Josep Martinez,https://fbref.com/en/players/11d8aff0/Josep-Martinez,https://fbref.com/en/players/11d8aff0/scout/365_m1/Josep-Martinez-Scouting-Report,https://fbref.com/en/players/11d8aff0/matchlogs/2022-2023/summary/Josep-Martinez-Match-Logs,GK
1,MF,22.0,36,Morten Frendrup,https://fbref.com/en/players/f4d60499/Morten-Frendrup,https://fbref.com/en/players/f4d60499/scout/365_m1/Morten-Frendrup-Scouting-Report,https://fbref.com/en/players/f4d60499/matchlogs/2022-2023/summary/Morten-Frendrup-Match-Logs,Central Midfielders
2,"FW,MF",26.0,34,Albert Gudmundsson,https://fbref.com/en/players/b79858d5/Albert-Gudmundsson,https://fbref.com/en/players/b79858d5/scout/365_m1/Albert-Gudmundsson-Scouting-Report,https://fbref.com/en/players/b79858d5/matchlogs/2022-2023/summary/Albert-Gudmundsson-Match-Logs,Attacking Midfielders
3,DF,24.0,32,Johan Vasquez,https://fbref.com/en/players/5eaed77a/Johan-Vasquez,https://fbref.com/en/players/5eaed77a/scout/365_m1/Johan-Vasquez-Scouting-Report,https://fbref.com/en/players/5eaed77a/matchlogs/2022-2023/summary/Johan-Vasquez-Match-Logs,Defender
4,MF,34.0,32,Milan Badelj,https://fbref.com/en/players/e8c930bb/Milan-Badelj,https://fbref.com/en/players/e8c930bb/scout/365_m1/Milan-Badelj-Scouting-Report,https://fbref.com/en/players/e8c930bb/matchlogs/2022-2023/summary/Milan-Badelj-Match-Logs,Central Midfielders
5,DF,30.0,30,Stefano Sabelli,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,https://fbref.com/en/players/0ccac09c/scout/365_m1/Stefano-Sabelli-Scouting-Report,https://fbref.com/en/players/0ccac09c/matchlogs/2022-2023/summary/Stefano-Sabelli-Match-Logs,Defender
6,DF,29.0,27,Mattia Bani,https://fbref.com/en/players/0821331c/Mattia-Bani,https://fbref.com/en/players/0821331c/scout/365_m1/Mattia-Bani-Scouting-Report,https://fbref.com/en/players/0821331c/matchlogs/2022-2023/summary/Mattia-Bani-Match-Logs,Defender
7,DF,21.0,26,Koni De Winter,https://fbref.com/en/players/f4797849/Koni-De-Winter,https://fbref.com/en/players/f4797849/scout/365_m1/Koni-De-Winter-Scouting-Report,https://fbref.com/en/players/f4797849/matchlogs/2022-2023/summary/Koni-De-Winter-Match-Logs,Defender
8,FW,24.0,26,Mateo Retegui,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,https://fbref.com/en/players/e7695e6c/scout/365_m1/Mateo-Retegui-Scouting-Report,https://fbref.com/en/players/e7695e6c/matchlogs/2022-2023/summary/Mateo-Retegui-Match-Logs,Forwards
9,DF,21.0,19,Radu Dragusin,https://fbref.com/en/players/620922ed/Radu-Dragusin,https://fbref.com/en/players/620922ed/scout/365_m1/Radu-Dragusin-Scouting-Report,https://fbref.com/en/players/620922ed/matchlogs/2022-2023/summary/Radu-Dragusin-Match-Logs,Defender
10,MF,30.0,18,Ruslan Malinovskyi,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi,https://fbref.com/en/players/48d5bd33/scout/365_m1/Ruslan-Malinovskyi-Scouting-Report,https://fbref.com/en/players/48d5bd33/matchlogs/2022-2023/summary/Ruslan-Malinovskyi-Match-Logs,Central Midfielders
11,DF,26.0,17,Aaron Martin,https://fbref.com/en/players/2f3e911a/Aaron-Martin,https://fbref.com/en/players/2f3e911a/scout/365_m1/Aaron-Martin-Scouting-Report,https://fbref.com/en/players/2f3e911a/matchlogs/2022-2023/summary/Aaron-Martin-Match-Logs,Defender
12,MF,33.0,15,Kevin Strootman,https://fbref.com/en/players/ef2e5e1a/Kevin-Strootman,https://fbref.com/en/players/ef2e5e1a/scout/365_m1/Kevin-Strootman-Scouting-Report,https://fbref.com/en/players/ef2e5e1a/matchlogs/2022-2023/summary/Kevin-Strootman-Match-Logs,Central Midfielders
13,DF,24.0,14,Alessandro Vogliacco,https://fbref.com/en/players/6841f107/Alessandro-Vogliacco,https://fbref.com/en/players/6841f107/scout/365_m1/Alessandro-Vogliacco-Scouting-Report,https://fbref.com/en/players/6841f107/matchlogs/2022-2023/summary/Alessandro-Vogliacco-Match-Logs,Defender
14,"MF,DF",32.0,13,Junior Messias,https://fbref.com/en/players/f49c4ae9/Junior-Messias,https://fbref.com/en/players/f49c4ae9/scout/365_m1/Junior-Messias-Scouting-Report,https://fbref.com/en/players/f49c4ae9/matchlogs/2022-2023/summary/Junior-Messias-Match-Logs,Defensive-Midfielders
15,FW,29.0,10,Caleb Ekuban,https://fbref.com/en/players/7afbd2c3/Caleb-Ekuban,https://fbref.com/en/players/7afbd2c3/scout/365_m1/Caleb-Ekuban-Scouting-Report,https://fbref.com/en/players/7afbd2c3/matchlogs/2022-2023/summary/Caleb-Ekuban-Match-Logs,Forwards
16,MF,27.0,9,Morten Thorsby,https://fbref.com/en/players/d1b49282/Morten-Thorsby,https://fbref.com/en/players/d1b49282/scout/365_m1/Morten-Thorsby-Scouting-Report,https://fbref.com/en/players/d1b49282/matchlogs/2022-2023/summary/Morten-Thorsby-Match-Logs,Central Midfielders
17,DF,22.0,8,Djed Spence,https://fbref.com/en/players/9bc9a519/Djed-Spence,https://fbref.com/en/players/9bc9a519/scout/365_m1/Djed-Spence-Scouting-Report,https://fbref.com/en/players/9bc9a519/matchlogs/2022-2023/summary/Djed-Spence-Match-Logs,Defender
18,DF,30.0,7,Ridgeciano Haps,https://fbref.com/en/players/c8d7131c/Ridgeciano-Haps,https://fbref.com/en/players/c8d7131c/scout/365_m1/Ridgeciano-Haps-Scouting-Report,https://fbref.com/en/players/c8d7131c/matchlogs/2022-2023/summary/Ridgeciano-Haps-Match-Logs,Defender
19,"FW,MF",23.0,2,Vitinha,https://fbref.com/en/players/74d4cec6/Vitinha,https://fbref.com/en/players/74d4cec6/scout/365_m1/Vitinha-Scouting-Report,https://fbref.com/en/players/74d4cec6/matchlogs/2022-2023/summary/Vitinha-Match-Logs,Attacking Midfielders
20,GK,30.0,2,Nicola Leali,https://fbref.com/en/players/5f9970a0/Nicola-Leali,https://fbref.com/en/players/5f9970a0/scout/365_m1/Nicola-Leali-Scouting-Report,https://fbref.com/en/players/5f9970a0/matchlogs/2022-2023/summary/Nicola-Leali-Match-Logs,GK
21,FW,27.0,1,George Puscas,https://fbref.com/en/players/c23c8e0d/George-Puscas,https://fbref.com/en/players/c23c8e0d/scout/365_m1/George-Puscas-Scouting-Report,https://fbref.com/en/players/c23c8e0d/matchlogs/2022-2023/summary/George-Puscas-Match-Logs,Forwards
22,"MF,DF",25.0,1,Silvan Hefti,https://fbref.com/en/players/f8342731/Silvan-Hefti,https://fbref.com/en/players/f8342731/scout/365_m1/Silvan-Hefti-Scouting-Report,https://fbref.com/en/players/f8342731/matchlogs/2022-2023/summary/Silvan-Hefti-Match-Logs,Defensive-Midfielders
23,DF,21.0,1,Giorgio Cittadini,https://fbref.com/en/players/e4ba67f2/Giorgio-Cittadini,https://fbref.com/en/players/e4ba67f2/scout/365_m1/Giorgio-Cittadini-Scouting-Report,https://fbref.com/en/players/e4ba67f2/matchlogs/2022-2023/summary/Giorgio-Cittadini-Match-Logs,Defender
24,DF,18.0,1,Alan Matturro,https://fbref.com/en/players/547c0119/Alan-Matturro,https://fbref.com/en/players/547c0119/scout/365_m1/Alan-Matturro-Scouting-Report,https://fbref.com/en/players/547c0119/matchlogs/2022-2023/summary/Alan-Matturro-Match-Logs,Defender
25,DF,29.0,1,Davide Biraschi,https://fbref.com/en/players/64cd167d/Davide-Biraschi,https://fbref.com/en/players/64cd167d/scout/365_m1/Davide-Biraschi-Scouting-Report,https://fbref.com/en/players/64cd167d/matchlogs/2022-2023/summary/Davide-Biraschi-Match-Logs,Defender
26,MF,25.0,0,Berkan Kutlu,https://fbref.com/en/players/794364d7/Berkan-Kutlu,https://fbref.com/en/players/794364d7/scout/365_m1/Berkan-Kutlu-Scouting-Report,https://fbref.com/en/players/794364d7/matchlogs/2022-2023/summary/Berkan-Kutlu-Match-Logs,Central Midfielders
27,FW,21.0,0,David Akpan Ankeye,https://fbref.com/en/players/8c4b95af/David-Akpan-Ankeye,https://fbref.com/en/players/8c4b95af/scout/365_m1/David-Akpan-Ankeye-Scouting-Report,https://fbref.com/en/players/8c4b95af/matchlogs/2022-2023/summary/David-Akpan-Ankeye-Match-Logs,Forwards
