,Age,Player,Pos,Starts,Unnamed: 0,match_logs,position_group,scouting_url,urls
1317,22.19178082191781,Ivan Ilic,MF,10,18.0,https://fbref.com/en/players/bb376bed/matchlogs/2022-2023/summary/Ivan-Ilic-Match-Logs,Central Midfielders,https://fbref.com/en/players/bb376bed/scout/365_m1/Ivan-Ilic-Scouting-Report,https://fbref.com/en/players/bb376bed/Ivan-Ilic
1318,21.904109589041095,Yayah Kallon,"MF,FW",8,19.0,https://fbref.com/en/players/f95f49d2/matchlogs/2022-2023/summary/Yayah-Kallon-Match-Logs,Attacking Midfielders,https://fbref.com/en/players/f95f49d2/scout/365_m1/Yayah-Kallon-Scouting-Report,https://fbref.com/en/players/f95f49d2/Yayah-Kallon
1319,24.24383561643836,Adolfo Gaich,FW,8,20.0,https://fbref.com/en/players/8dfed6e9/matchlogs/2022-2023/summary/Adolfo-Gaich-Match-Logs,Forwards,https://fbref.com/en/players/8dfed6e9/scout/365_m1/Adolfo-Gaich-Scouting-Report,https://fbref.com/en/players/8dfed6e9/Adolfo-Gaich
1320,23.0,Cyril Ngonge,"MF,FW",7,21.0,https://fbref.com/en/players/2b8360f1/matchlogs/2022-2023/summary/Cyril-Ngonge-Match-Logs,Attacking Midfielders,https://fbref.com/en/players/2b8360f1/scout/365_m1/Cyril-Ngonge-Scouting-Report,https://fbref.com/en/players/2b8360f1/Cyril-Ngonge
1321,20.293150684931508,Filippo Terracciano,"DF,MF",6,22.0,https://fbref.com/en/players/5cbb5ad6/matchlogs/2022-2023/summary/Filippo-Terracciano-Match-Logs,Defender,https://fbref.com/en/players/5cbb5ad6/scout/365_m1/Filippo-Terracciano-Scouting-Report,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano
1322,26.95890410958904,Oliver Abildgaard,MF,6,23.0,https://fbref.com/en/players/8f5cdf66/matchlogs/2022-2023/summary/Oliver-Abildgaard-Match-Logs,Central Midfielders,https://fbref.com/en/players/8f5cdf66/scout/365_m1/Oliver-Abildgaard-Scouting-Report,https://fbref.com/en/players/8f5cdf66/Oliver-Abildgaard
1323,25.194520547945213,Martin Hongla,MF,6,24.0,https://fbref.com/en/players/b85bf253/matchlogs/2022-2023/summary/Martin-Hongla-Match-Logs,Central Midfielders,https://fbref.com/en/players/b85bf253/scout/365_m1/Martin-Hongla-Scouting-Report,https://fbref.com/en/players/b85bf253/Martin-Hongla
1324,20.01095890410959,Ibrahim Sulemana,MF,4,25.0,https://fbref.com/en/players/230c3f3a/matchlogs/2022-2023/summary/Ibrahim-Sulemana-Match-Logs,Central Midfielders,https://fbref.com/en/players/230c3f3a/scout/365_m1/Ibrahim-Sulemana-Scouting-Report,https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana
1325,26.89041095890411,Ajdin Hrustic,MF,3,26.0,https://fbref.com/en/players/1f2d714c/matchlogs/2022-2023/summary/Ajdin-Hrustic-Match-Logs,Central Midfielders,https://fbref.com/en/players/1f2d714c/scout/365_m1/Ajdin-Hrustic-Scouting-Report,https://fbref.com/en/players/1f2d714c/Ajdin-Hrustic
1326,20.734246575342464,Jayden Braaf,"MF,FW",2,27.0,https://fbref.com/en/players/c609e90e/matchlogs/2022-2023/summary/Jayden-Braaf-Match-Logs,Attacking Midfielders,https://fbref.com/en/players/c609e90e/scout/365_m1/Jayden-Braaf-Scouting-Report,https://fbref.com/en/players/c609e90e/Jayden-Braaf
1327,22.326027397260276,Roberto Piccoli,FW,2,28.0,https://fbref.com/en/players/1cadaf34/matchlogs/2022-2023/summary/Roberto-Piccoli-Match-Logs,Forwards,https://fbref.com/en/players/1cadaf34/scout/365_m1/Roberto-Piccoli-Scouting-Report,https://fbref.com/en/players/1cadaf34/Roberto-Piccoli
1328,22.378082191780823,Juan Cabal,DF,1,29.0,https://fbref.com/en/players/ef6eef89/matchlogs/2022-2023/summary/Juan-Cabal-Match-Logs,Defender,https://fbref.com/en/players/ef6eef89/scout/365_m1/Juan-Cabal-Scouting-Report,https://fbref.com/en/players/ef6eef89/Juan-Cabal
1329,24.794520547945204,Panagiotis Retsos,DF,1,30.0,https://fbref.com/en/players/4bd00a50/matchlogs/2022-2023/summary/Panagiotis-Retsos-Match-Logs,Defender,https://fbref.com/en/players/4bd00a50/scout/365_m1/Panagiotis-Retsos-Scouting-Report,https://fbref.com/en/players/4bd00a50/Panagiotis-Retsos
1330,28.38082191780822,Simone Perilli,GK,1,31.0,https://fbref.com/en/players/b9e11c1d/matchlogs/2022-2023/summary/Simone-Perilli-Match-Logs,GK,https://fbref.com/en/players/b9e11c1d/scout/365_m1/Simone-Perilli-Scouting-Report,https://fbref.com/en/players/b9e11c1d/Simone-Perilli
1331,21.39178082191781,Bruno Amione,DF,1,32.0,https://fbref.com/en/players/2df7cc43/matchlogs/2022-2023/summary/Bruno-Amione-Match-Logs,Defender,https://fbref.com/en/players/2df7cc43/scout/365_m1/Bruno-Amione-Scouting-Report,https://fbref.com/en/players/2df7cc43/Bruno-Amione
1332,28.476712328767125,Antonin Barak,MF,0,33.0,https://fbref.com/en/players/01efac19/matchlogs/2022-2023/summary/Antonin-Barak-Match-Logs,Central Midfielders,https://fbref.com/en/players/01efac19/scout/365_m1/Antonin-Barak-Scouting-Report,https://fbref.com/en/players/01efac19/Antonin-Barak
1333,25.20821917808219,Deyovaisio Zeefuik,DF,0,34.0,https://fbref.com/en/players/58a2e9f6/matchlogs/2022-2023/summary/Deyovaisio-Zeefuik-Match-Logs,Defender,https://fbref.com/en/players/58a2e9f6/scout/365_m1/Deyovaisio-Zeefuik-Scouting-Report,https://fbref.com/en/players/58a2e9f6/Deyovaisio-Zeefuik
1334,22.331506849315073,Alessandro Cortinovis,MF,0,35.0,https://fbref.com/en/players/bfc359ed/matchlogs/2022-2023/summary/Alessandro-Cortinovis-Match-Logs,Central Midfielders,https://fbref.com/en/players/bfc359ed/scout/365_m1/Alessandro-Cortinovis-Scouting-Report,https://fbref.com/en/players/bfc359ed/Alessandro-Cortinovis
1335,32.35616438356164,Alessandro Berardi,GK,0,36.0,https://fbref.com/en/players/ec1f737d/matchlogs/2022-2023/summary/Alessandro-Berardi-Match-Logs,GK,https://fbref.com/en/players/ec1f737d/scout/365_m1/Alessandro-Berardi-Scouting-Report,https://fbref.com/en/players/ec1f737d/Alessandro-Berardi
1336,19.772602739726032,Davide Bragantini,FW,0,37.0,https://fbref.com/en/players/af7e6762/matchlogs/2022-2023/summary/Davide-Bragantini-Match-Logs,Forwards,https://fbref.com/en/players/af7e6762/scout/365_m1/Davide-Bragantini-Scouting-Report,https://fbref.com/en/players/af7e6762/Davide-Bragantini
1337,20.095890410958905,Federico Caia,FW,0,38.0,https://fbref.com/en/players/58aed729/matchlogs/2022-2023/summary/Federico-Caia-Match-Logs,Forwards,https://fbref.com/en/players/58aed729/scout/365_m1/Federico-Caia-Scouting-Report,https://fbref.com/en/players/58aed729/Federico-Caia
1338,22.86027397260274,Mattia Chiesa,GK,0,39.0,https://fbref.com/en/players/526f0d08/matchlogs/2022-2023/summary/Mattia-Chiesa-Match-Logs,GK,https://fbref.com/en/players/526f0d08/scout/365_m1/Mattia-Chiesa-Scouting-Report,https://fbref.com/en/players/526f0d08/Mattia-Chiesa
1339,19.290410958904108,Joselito,MF,0,41.0,https://fbref.com/en/players/fb25b7fe/matchlogs/2022-2023/summary/Joselito-Match-Logs,Central Midfielders,https://fbref.com/en/players/fb25b7fe/scout/365_m1/Joselito-Scouting-Report,https://fbref.com/en/players/fb25b7fe/Joselito
1340,22.663013698630138,Mateusz Praszelik,MF,0,42.0,https://fbref.com/en/players/ec6773f5/matchlogs/2022-2023/summary/Mateusz-Praszelik-Match-Logs,Central Midfielders,https://fbref.com/en/players/ec6773f5/scout/365_m1/Mateusz-Praszelik-Scouting-Report,https://fbref.com/en/players/ec6773f5/Mateusz-Praszelik
1341,17.884931506849316,Manuel Ravasio,GK,0,43.0,https://fbref.com/en/players/34fa77a1/matchlogs/2022-2023/summary/Manuel-Ravasio-Match-Logs,GK,https://fbref.com/en/players/34fa77a1/scout/365_m1/Manuel-Ravasio-Scouting-Report,https://fbref.com/en/players/34fa77a1/Manuel-Ravasio
1342,19.150684931506852,Giacomo Toniolo,GK,0,44.0,https://fbref.com/en/players/32ad2eb8/matchlogs/2022-2023/summary/Giacomo-Toniolo-Match-Logs,GK,https://fbref.com/en/players/32ad2eb8/scout/365_m1/Giacomo-Toniolo-Scouting-Report,https://fbref.com/en/players/32ad2eb8/Giacomo-Toniolo
1343,28.736986301369864,Tommaso Augello,DF,33,0.0,https://fbref.com/en/players/3cd3b384/matchlogs/2022-2023/summary/Tommaso-Augello-Match-Logs,Defender,https://fbref.com/en/players/3cd3b384/scout/365_m1/Tommaso-Augello-Scouting-Report,https://fbref.com/en/players/3cd3b384/Tommaso-Augello
