,Pos,Age,Starts,Player,urls,scouting_url,match_logs,position_group
4,DF,25.046575342465754,24,Wout Faes,https://fbref.com/en/players/9c221d14/Wout-Faes,https://fbref.com/en/players/9c221d14/scout/365_m1/Wout-Faes-Scouting-Report,https://fbref.com/en/players/9c221d14/matchlogs/2022-2023/summary/Wout-Faes-Match-Logs,Defender
5,"MF,FW",26.405479452054795,23,James Maddison,https://fbref.com/en/players/ee38d9c5/James-Maddison,https://fbref.com/en/players/ee38d9c5/scout/365_m1/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/matchlogs/2022-2023/summary/James-Maddison-Match-Logs,Attacking Midfielders
6,MF,25.953424657534246,20,Youri Tielemans,https://fbref.com/en/players/56f7a928/Youri-Tielemans,https://fbref.com/en/players/56f7a928/scout/365_m1/Youri-Tielemans-Scouting-Report,https://fbref.com/en/players/56f7a928/matchlogs/2022-2023/summary/Youri-Tielemans-Match-Logs,Central Midfielders
7,DF,28.328767123287673,18,Daniel Amartey,https://fbref.com/en/players/1a4ef233/Daniel-Amartey,https://fbref.com/en/players/1a4ef233/scout/365_m1/Daniel-Amartey-Scouting-Report,https://fbref.com/en/players/1a4ef233/matchlogs/2022-2023/summary/Daniel-Amartey-Match-Logs,Defender
8,"MF,DF",26.34246575342466,16,Wilfred Ndidi,https://fbref.com/en/players/6b47c5db/Wilfred-Ndidi,https://fbref.com/en/players/6b47c5db/scout/365_m1/Wilfred-Ndidi-Scouting-Report,https://fbref.com/en/players/6b47c5db/matchlogs/2022-2023/summary/Wilfred-Ndidi-Match-Logs,Defensive-Midfielders
9,FW,36.271232876712325,14,Jamie Vardy,https://fbref.com/en/players/45963054/Jamie-Vardy,https://fbref.com/en/players/45963054/scout/365_m1/Jamie-Vardy-Scouting-Report,https://fbref.com/en/players/45963054/matchlogs/2022-2023/summary/Jamie-Vardy-Match-Logs,Forwards
10,DF,25.153424657534245,14,James Justin,https://fbref.com/en/players/fb614c44/James-Justin,https://fbref.com/en/players/fb614c44/scout/365_m1/James-Justin-Scouting-Report,https://fbref.com/en/players/fb614c44/matchlogs/2022-2023/summary/James-Justin-Match-Logs,Defender
11,MF,24.14246575342466,13,Boubakary Soumare,https://fbref.com/en/players/ae59b359/Boubakary-Soumare,https://fbref.com/en/players/ae59b359/scout/365_m1/Boubakary-Soumare-Scouting-Report,https://fbref.com/en/players/ae59b359/matchlogs/2022-2023/summary/Boubakary-Soumare-Match-Logs,Central Midfielders
12,FW,24.528767123287672,12,Patson Daka,https://fbref.com/en/players/ca45605e/Patson-Daka,https://fbref.com/en/players/ca45605e/scout/365_m1/Patson-Daka-Scouting-Report,https://fbref.com/en/players/ca45605e/matchlogs/2022-2023/summary/Patson-Daka-Match-Logs,Forwards
13,DF,24.493150684931507,10,Harry Souttar,https://fbref.com/en/players/0a6cb1b1/Harry-Souttar,https://fbref.com/en/players/0a6cb1b1/scout/365_m1/Harry-Souttar-Scouting-Report,https://fbref.com/en/players/0a6cb1b1/matchlogs/2022-2023/summary/Harry-Souttar-Match-Logs,Defender
14,DF,35.293150684931504,9,Jonny Evans,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans,https://fbref.com/en/players/f8fcd2a5/scout/365_m1/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/matchlogs/2022-2023/summary/Jonny-Evans-Match-Logs,Defender
15,DF,21.86027397260274,8,Luke Thomas,https://fbref.com/en/players/fc027d02/Luke-Thomas,https://fbref.com/en/players/fc027d02/scout/365_m1/Luke-Thomas-Scouting-Report,https://fbref.com/en/players/fc027d02/matchlogs/2022-2023/summary/Luke-Thomas-Match-Logs,Defender
16,DF,20.34246575342466,8,Victor Bernth Kristiansen,https://fbref.com/en/players/505486d6/Victor-Bernth-Kristiansen,https://fbref.com/en/players/505486d6/scout/365_m1/Victor-Bernth-Kristiansen-Scouting-Report,https://fbref.com/en/players/505486d6/matchlogs/2022-2023/summary/Victor-Bernth-Kristiansen-Match-Logs,Defender
17,"FW,MF",26.545205479452054,7,Kelechi Iheanacho,https://fbref.com/en/players/c92e1a31/Kelechi-Iheanacho,https://fbref.com/en/players/c92e1a31/scout/365_m1/Kelechi-Iheanacho-Scouting-Report,https://fbref.com/en/players/c92e1a31/matchlogs/2022-2023/summary/Kelechi-Iheanacho-Match-Logs,Attacking Midfielders
18,MF,30.824657534246576,7,Nampalys Mendy,https://fbref.com/en/players/1598599e/Nampalys-Mendy,https://fbref.com/en/players/1598599e/scout/365_m1/Nampalys-Mendy-Scouting-Report,https://fbref.com/en/players/1598599e/matchlogs/2022-2023/summary/Nampalys-Mendy-Match-Logs,Central Midfielders
19,FW,23.175342465753424,7,Tete,https://fbref.com/en/players/7120a04d/Tete,https://fbref.com/en/players/7120a04d/scout/365_m1/Tete-Scouting-Report,https://fbref.com/en/players/7120a04d/matchlogs/2022-2023/summary/Tete-Match-Logs,Forwards
20,"MF,FW",28.934246575342467,5,Dennis Praet,https://fbref.com/en/players/86695068/Dennis-Praet,https://fbref.com/en/players/86695068/scout/365_m1/Dennis-Praet-Scouting-Report,https://fbref.com/en/players/86695068/matchlogs/2022-2023/summary/Dennis-Praet-Match-Logs,Attacking Midfielders
21,GK,25.753424657534246,5,Daniel Iversen,https://fbref.com/en/players/10d221cd/Daniel-Iversen,https://fbref.com/en/players/10d221cd/scout/365_m1/Daniel-Iversen-Scouting-Report,https://fbref.com/en/players/10d221cd/matchlogs/2022-2023/summary/Daniel-Iversen-Match-Logs,GK
22,"DF,MF",29.536986301369865,4,Ricardo Pereira,https://fbref.com/en/players/75a72a99/Ricardo-Pereira,https://fbref.com/en/players/75a72a99/scout/365_m1/Ricardo-Pereira-Scouting-Report,https://fbref.com/en/players/75a72a99/matchlogs/2022-2023/summary/Ricardo-Pereira-Match-Logs,Defender
23,"MF,FW",29.726027397260275,3,Ayoze Perez,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,https://fbref.com/en/players/819aa8e7/scout/365_m1/Ayoze-Perez-Scouting-Report,https://fbref.com/en/players/819aa8e7/matchlogs/2022-2023/summary/Ayoze-Perez-Match-Logs,Attacking Midfielders
24,DF,22.339726027397262,2,Wesley Fofana,https://fbref.com/en/players/132a82f1/Wesley-Fofana,https://fbref.com/en/players/132a82f1/scout/365_m1/Wesley-Fofana-Scouting-Report,https://fbref.com/en/players/132a82f1/matchlogs/2022-2023/summary/Wesley-Fofana-Match-Logs,Defender
25,DF,26.90958904109589,2,Caglar Soyuncu,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu,https://fbref.com/en/players/21166ff4/scout/365_m1/Caglar-Soyuncu-Scouting-Report,https://fbref.com/en/players/21166ff4/matchlogs/2022-2023/summary/Caglar-Soyuncu-Match-Logs,Defender
26,"FW,MF",33.41917808219178,1,Marc Albrighton,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,https://fbref.com/en/players/b827d5b3/scout/365_m1/Marc-Albrighton-Scouting-Report,https://fbref.com/en/players/b827d5b3/matchlogs/2022-2023/summary/Marc-Albrighton-Match-Logs,Attacking Midfielders
27,DF,22.45205479452055,0,Lewis Brunt,https://fbref.com/en/players/a2081c6b/Lewis-Brunt,https://fbref.com/en/players/a2081c6b/scout/365_m1/Lewis-Brunt-Scouting-Report,https://fbref.com/en/players/a2081c6b/matchlogs/2022-2023/summary/Lewis-Brunt-Match-Logs,Defender
28,MF,,0,Sammy Braybroke,https://fbref.com/en/players/eb1600f9/Sammy-Braybroke,https://fbref.com/en/players/eb1600f9/scout/365_m1/Sammy-Braybroke-Scouting-Report,https://fbref.com/en/players/eb1600f9/matchlogs/2022-2023/summary/Sammy-Braybroke-Match-Logs,Central Midfielders
29,MF,19.106849315068494,0,Samuel Braybrooke,https://fbref.com/en/players/9f684e25/Samuel-Braybrooke,https://fbref.com/en/players/9f684e25/scout/365_m1/Samuel-Braybrooke-Scouting-Report,https://fbref.com/en/players/9f684e25/matchlogs/2022-2023/summary/Samuel-Braybrooke-Match-Logs,Central Midfielders
30,MF,20.5013698630137,0,Wanya Marcal Madivadua,https://fbref.com/en/players/6faae64f/Wanya-Marcal-Madivadua,https://fbref.com/en/players/6faae64f/scout/365_m1/Wanya-Marcal-Madivadua-Scouting-Report,https://fbref.com/en/players/6faae64f/matchlogs/2022-2023/summary/Wanya-Marcal-Madivadua-Match-Logs,Central Midfielders
31,MF,21.40821917808219,0,Kasey McAteer,https://fbref.com/en/players/b2c66859/Kasey-McAteer,https://fbref.com/en/players/b2c66859/scout/365_m1/Kasey-McAteer-Scouting-Report,https://fbref.com/en/players/b2c66859/matchlogs/2022-2023/summary/Kasey-McAteer-Match-Logs,Central Midfielders
32,DF,30.71232876712329,0,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,https://fbref.com/en/players/1900032e/scout/365_m1/Jannik-Vestergaard-Scouting-Report,https://fbref.com/en/players/1900032e/matchlogs/2022-2023/summary/Jannik-Vestergaard-Match-Logs,Defender
33,MF,19.304109589041097,0,Joe Wormleighton,https://fbref.com/en/players/59d2e6bb/Joe-Wormleighton,https://fbref.com/en/players/59d2e6bb/scout/365_m1/Joe-Wormleighton-Scouting-Report,https://fbref.com/en/players/59d2e6bb/matchlogs/2022-2023/summary/Joe-Wormleighton-Match-Logs,Central Midfielders
0,GK,24.931506849315067,31,Aaron Ramsdale,https://fbref.com/en/players/466fb2c5/Aaron-Ramsdale,https://fbref.com/en/players/466fb2c5/scout/365_m1/Aaron-Ramsdale-Scouting-Report,https://fbref.com/en/players/466fb2c5/matchlogs/2022-2023/summary/Aaron-Ramsdale-Match-Logs,GK
1,DF,25.33150684931507,31,Gabriel Dos Santos,https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos,https://fbref.com/en/players/67ac5bb8/scout/365_m1/Gabriel-Dos-Santos-Scouting-Report,https://fbref.com/en/players/67ac5bb8/matchlogs/2022-2023/summary/Gabriel-Dos-Santos-Match-Logs,Defender
2,FW,21.61917808219178,30,Bukayo Saka,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,https://fbref.com/en/players/bc7dc64d/scout/365_m1/Bukayo-Saka-Scouting-Report,https://fbref.com/en/players/bc7dc64d/matchlogs/2022-2023/summary/Bukayo-Saka-Match-Logs,Forwards
3,MF,30.55890410958904,30,Granit Xhaka,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,https://fbref.com/en/players/e61b8aee/scout/365_m1/Granit-Xhaka-Scouting-Report,https://fbref.com/en/players/e61b8aee/matchlogs/2022-2023/summary/Granit-Xhaka-Match-Logs,Central Midfielders
4,MF,24.336986301369862,30,Martin Odegaard,https://fbref.com/en/players/79300479/Martin-Odegaard,https://fbref.com/en/players/79300479/scout/365_m1/Martin-Odegaard-Scouting-Report,https://fbref.com/en/players/79300479/matchlogs/2022-2023/summary/Martin-Odegaard-Match-Logs,Central Midfielders
5,FW,21.835616438356166,30,Martinelli,https://fbref.com/en/players/48a5a5d6/Martinelli,https://fbref.com/en/players/48a5a5d6/scout/365_m1/Martinelli-Scouting-Report,https://fbref.com/en/players/48a5a5d6/matchlogs/2022-2023/summary/Martinelli-Match-Logs,Forwards
6,DF,25.528767123287672,29,Ben White,https://fbref.com/en/players/35e413f1/Ben-White,https://fbref.com/en/players/35e413f1/scout/365_m1/Ben-White-Scouting-Report,https://fbref.com/en/players/35e413f1/matchlogs/2022-2023/summary/Ben-White-Match-Logs,Defender
7,DF,22.07123287671233,27,William Saliba,https://fbref.com/en/players/972aeb2a/William-Saliba,https://fbref.com/en/players/972aeb2a/scout/365_m1/William-Saliba-Scouting-Report,https://fbref.com/en/players/972aeb2a/matchlogs/2022-2023/summary/William-Saliba-Match-Logs,Defender
8,MF,29.84931506849315,24,Thomas Partey,https://fbref.com/en/players/529f49ab/Thomas-Partey,https://fbref.com/en/players/529f49ab/scout/365_m1/Thomas-Partey-Scouting-Report,https://fbref.com/en/players/529f49ab/matchlogs/2022-2023/summary/Thomas-Partey-Match-Logs,Central Midfielders
9,DF,26.34246575342466,22,Oleksandr Zinchenko,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,https://fbref.com/en/players/51cf8561/scout/365_m1/Oleksandr-Zinchenko-Scouting-Report,https://fbref.com/en/players/51cf8561/matchlogs/2022-2023/summary/Oleksandr-Zinchenko-Match-Logs,Defender
10,FW,26.043835616438358,17,Gabriel Jesus,https://fbref.com/en/players/b66315ae/Gabriel-Jesus,https://fbref.com/en/players/b66315ae/scout/365_m1/Gabriel-Jesus-Scouting-Report,https://fbref.com/en/players/b66315ae/matchlogs/2022-2023/summary/Gabriel-Jesus-Match-Logs,Forwards
11,FW,23.887671232876713,9,Eddie Nketiah,https://fbref.com/en/players/a53649b7/Eddie-Nketiah,https://fbref.com/en/players/a53649b7/scout/365_m1/Eddie-Nketiah-Scouting-Report,https://fbref.com/en/players/a53649b7/matchlogs/2022-2023/summary/Eddie-Nketiah-Match-Logs,Forwards
12,FW,28.372602739726027,7,Leandro Trossard,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,https://fbref.com/en/players/38ceb24a/scout/365_m1/Leandro-Trossard-Scouting-Report,https://fbref.com/en/players/38ceb24a/matchlogs/2022-2023/summary/Leandro-Trossard-Match-Logs,Forwards
13,DF,24.45205479452055,6,Takehiro Tomiyasu,https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu,https://fbref.com/en/players/b3af9be1/scout/365_m1/Takehiro-Tomiyasu-Scouting-Report,https://fbref.com/en/players/b3af9be1/matchlogs/2022-2023/summary/Takehiro-Tomiyasu-Match-Logs,Defender
14,DF,25.87123287671233,5,Kieran Tierney,https://fbref.com/en/players/fce2302c/Kieran-Tierney,https://fbref.com/en/players/fce2302c/scout/365_m1/Kieran-Tierney-Scouting-Report,https://fbref.com/en/players/fce2302c/matchlogs/2022-2023/summary/Kieran-Tierney-Match-Logs,Defender
15,MF,31.328767123287673,4,Jorginho,https://fbref.com/en/players/45db685d/Jorginho,https://fbref.com/en/players/45db685d/scout/365_m1/Jorginho-Scouting-Report,https://fbref.com/en/players/45db685d/matchlogs/2022-2023/summary/Jorginho-Match-Logs,Central Midfielders
16,DF,27.578082191780823,4,Rob Holding,https://fbref.com/en/players/d79a8c87/Rob-Holding,https://fbref.com/en/players/d79a8c87/scout/365_m1/Rob-Holding-Scouting-Report,https://fbref.com/en/players/d79a8c87/matchlogs/2022-2023/summary/Rob-Holding-Match-Logs,Defender
17,"MF,FW",22.887671232876713,2,Fabio Vieira,https://fbref.com/en/players/6412cc03/Fabio-Vieira,https://fbref.com/en/players/6412cc03/scout/365_m1/Fabio-Vieira-Scouting-Report,https://fbref.com/en/players/6412cc03/matchlogs/2022-2023/summary/Fabio-Vieira-Match-Logs,Attacking Midfielders
18,MF,23.49041095890411,2,Albert Sambi Lokonga,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,https://fbref.com/en/players/1b4f1169/scout/365_m1/Albert-Sambi-Lokonga-Scouting-Report,https://fbref.com/en/players/1b4f1169/matchlogs/2022-2023/summary/Albert-Sambi-Lokonga-Match-Logs,Central Midfielders
19,MF,30.77260273972603,1,Mohamed Elneny,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,https://fbref.com/en/players/47a34c4f/scout/365_m1/Mohamed-Elneny-Scouting-Report,https://fbref.com/en/players/47a34c4f/matchlogs/2022-2023/summary/Mohamed-Elneny-Match-Logs,Central Midfielders
20,"FW,MF",22.726027397260275,0,Emile Smith Rowe,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,https://fbref.com/en/players/17695062/scout/365_m1/Emile-Smith-Rowe-Scouting-Report,https://fbref.com/en/players/17695062/matchlogs/2022-2023/summary/Emile-Smith-Rowe-Match-Logs,Attacking Midfielders
21,FW,23.356164383561644,0,Reiss Nelson,https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson,https://fbref.com/en/players/c5bdb6e3/scout/365_m1/Reiss-Nelson-Scouting-Report,https://fbref.com/en/players/c5bdb6e3/matchlogs/2022-2023/summary/Reiss-Nelson-Match-Logs,Forwards
22,DF,31.632876712328766,0,Cedric Soares,https://fbref.com/en/players/839c14e1/Cedric-Soares,https://fbref.com/en/players/839c14e1/scout/365_m1/Cedric-Soares-Scouting-Report,https://fbref.com/en/players/839c14e1/matchlogs/2022-2023/summary/Cedric-Soares-Match-Logs,Defender
23,DF,23.172602739726027,0,Jakub Kiwior,https://fbref.com/en/players/dc3e663e/Jakub-Kiwior,https://fbref.com/en/players/dc3e663e/scout/365_m1/Jakub-Kiwior-Scouting-Report,https://fbref.com/en/players/dc3e663e/matchlogs/2022-2023/summary/Jakub-Kiwior-Match-Logs,Defender
24,MF,20.03287671232877,0,Marquinhos,https://fbref.com/en/players/59878425/Marquinhos,https://fbref.com/en/players/59878425/scout/365_m1/Marquinhos-Scouting-Report,https://fbref.com/en/players/59878425/matchlogs/2022-2023/summary/Marquinhos-Match-Logs,Central Midfielders
25,FW,16.07945205479452,0,Ethan Nwaneri,https://fbref.com/en/players/7f94982c/Ethan-Nwaneri,https://fbref.com/en/players/7f94982c/scout/365_m1/Ethan-Nwaneri-Scouting-Report,https://fbref.com/en/players/7f94982c/matchlogs/2022-2023/summary/Ethan-Nwaneri-Match-Logs,Forwards
26,FW,20.28767123287671,0,Nathan Butler Oyedeji,https://fbref.com/en/players/3a686640/Nathan-Butler-Oyedeji,https://fbref.com/en/players/3a686640/scout/365_m1/Nathan-Butler-Oyedeji-Scouting-Report,https://fbref.com/en/players/3a686640/matchlogs/2022-2023/summary/Nathan-Butler-Oyedeji-Match-Logs,Forwards
27,FW,17.89041095890411,0,Amario Duberry,https://fbref.com/en/players/04eb7d82/Amario-Duberry,https://fbref.com/en/players/04eb7d82/scout/365_m1/Amario-Duberry-Scouting-Report,https://fbref.com/en/players/04eb7d82/matchlogs/2022-2023/summary/Amario-Duberry-Match-Logs,Forwards
28,GK,21.016438356164382,0,Karl Jakob Hein,https://fbref.com/en/players/aa81d8f8/Karl-Jakob-Hein,https://fbref.com/en/players/aa81d8f8/scout/365_m1/Karl-Jakob-Hein-Scouting-Report,https://fbref.com/en/players/aa81d8f8/matchlogs/2022-2023/summary/Karl-Jakob-Hein-Match-Logs,GK
29,"FW,MF",27.89041095890411,0,Nicolas Pepe,https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe,https://fbref.com/en/players/57e3f0c7/scout/365_m1/Nicolas-Pepe-Scouting-Report,https://fbref.com/en/players/57e3f0c7/matchlogs/2022-2023/summary/Nicolas-Pepe-Match-Logs,Attacking Midfielders
30,MF,22.536986301369865,0,Matthew Smith,https://fbref.com/en/players/54b6eed9/Matthew-Smith,https://fbref.com/en/players/54b6eed9/scout/365_m1/Matthew-Smith-Scouting-Report,https://fbref.com/en/players/54b6eed9/matchlogs/2022-2023/summary/Matthew-Smith-Match-Logs,Central Midfielders
31,DF,18.246575342465754,0,Lino Sousa,https://fbref.com/en/players/e09d77a2/Lino-Sousa,https://fbref.com/en/players/e09d77a2/scout/365_m1/Lino-Sousa-Scouting-Report,https://fbref.com/en/players/e09d77a2/matchlogs/2022-2023/summary/Lino-Sousa-Match-Logs,Defender
32,GK,28.81917808219178,0,Matt Turner,https://fbref.com/en/players/4a51ba65/Matt-Turner,https://fbref.com/en/players/4a51ba65/scout/365_m1/Matt-Turner-Scouting-Report,https://fbref.com/en/players/4a51ba65/matchlogs/2022-2023/summary/Matt-Turner-Match-Logs,GK
33,DF,18.339726027397262,0,Reuell Walters,https://fbref.com/en/players/501ac0cc/Reuell-Walters,https://fbref.com/en/players/501ac0cc/scout/365_m1/Reuell-Walters-Scouting-Report,https://fbref.com/en/players/501ac0cc/matchlogs/2022-2023/summary/Reuell-Walters-Match-Logs,Defender
0,DF,30.413698630136988,31,James Tarkowski,https://fbref.com/en/players/15ea812b/James-Tarkowski,https://fbref.com/en/players/15ea812b/scout/365_m1/James-Tarkowski-Scouting-Report,https://fbref.com/en/players/15ea812b/matchlogs/2022-2023/summary/James-Tarkowski-Match-Logs,Defender
1,"MF,FW",26.96164383561644,31,Alex Iwobi,https://fbref.com/en/players/6ca5ec4b/Alex-Iwobi,https://fbref.com/en/players/6ca5ec4b/scout/365_m1/Alex-Iwobi-Scouting-Report,https://fbref.com/en/players/6ca5ec4b/matchlogs/2022-2023/summary/Alex-Iwobi-Match-Logs,Attacking Midfielders
2,GK,29.117808219178084,30,Jordan Pickford,https://fbref.com/en/players/4806ec67/Jordan-Pickford,https://fbref.com/en/players/4806ec67/scout/365_m1/Jordan-Pickford-Scouting-Report,https://fbref.com/en/players/4806ec67/matchlogs/2022-2023/summary/Jordan-Pickford-Match-Logs,GK
3,"DF,MF",23.89041095890411,26,Vitaliy Mykolenko,https://fbref.com/en/players/30d4a2e5/Vitaliy-Mykolenko,https://fbref.com/en/players/30d4a2e5/scout/365_m1/Vitaliy-Mykolenko-Scouting-Report,https://fbref.com/en/players/30d4a2e5/matchlogs/2022-2023/summary/Vitaliy-Mykolenko-Match-Logs,Defender
4,MF,21.673972602739727,26,Amadou Onana,https://fbref.com/en/players/828657ff/Amadou-Onana,https://fbref.com/en/players/828657ff/scout/365_m1/Amadou-Onana-Scouting-Report,https://fbref.com/en/players/828657ff/matchlogs/2022-2023/summary/Amadou-Onana-Match-Logs,Central Midfielders
5,"FW,MF",26.80821917808219,25,Demarai Gray,https://fbref.com/en/players/4468ec10/Demarai-Gray,https://fbref.com/en/players/4468ec10/scout/365_m1/Demarai-Gray-Scouting-Report,https://fbref.com/en/players/4468ec10/matchlogs/2022-2023/summary/Demarai-Gray-Match-Logs,Attacking Midfielders
6,MF,33.56164383561644,25,Idrissa Gana Gueye,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,https://fbref.com/en/players/72c812f3/scout/365_m1/Idrissa-Gana-Gueye-Scouting-Report,https://fbref.com/en/players/72c812f3/matchlogs/2022-2023/summary/Idrissa-Gana-Gueye-Match-Logs,Central Midfielders
